measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),185,Rwanda,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.70090242329724,0.74252424564382,0.66057274308764
2,DALYs (Disability-Adjusted Life Years),185,Rwanda,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,68680.799007416,73596.47154808,63984.984159470005
2,DALYs (Disability-Adjusted Life Years),185,Rwanda,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,1405910.5887872,1633027.660669,1188986.8347355
2,DALYs (Disability-Adjusted Life Years),185,Rwanda,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.19758943931916,0.22349363588067,0.17216237240469
2,DALYs (Disability-Adjusted Life Years),185,Rwanda,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,19376.555085182,22506.730258465,16386.866569519003
2,DALYs (Disability-Adjusted Life Years),187,Somalia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,5505176.9923205,6654039.3026052,4732058.8338303
2,DALYs (Disability-Adjusted Life Years),187,Somalia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.73454428135396,0.78900107373421,0.67815671913419
2,DALYs (Disability-Adjusted Life Years),187,Somalia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,86009.42492485,103958.5351944,73930.71651458701
2,DALYs (Disability-Adjusted Life Years),187,Somalia,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,1350764.5334248,2188875.7736912,826344.45594433
2,DALYs (Disability-Adjusted Life Years),187,Somalia,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.17665955310385,0.22725086400702,0.13163118864357
2,DALYs (Disability-Adjusted Life Years),187,Somalia,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,21103.496849537,34197.619557381,12910.287082194998
2,DALYs (Disability-Adjusted Life Years),189,Tanzania,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,17228763.203583,18125715.202186,16423825.848111
2,DALYs (Disability-Adjusted Life Years),189,Tanzania,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.75460653788123,0.7845230104084,0.72416306290722
2,DALYs (Disability-Adjusted Life Years),189,Tanzania,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,67669.200897217,71192.14534759501,64507.657289505005
2,DALYs (Disability-Adjusted Life Years),189,Tanzania,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,4341074.7247469,5003846.8873471,3712097.3863221
2,DALYs (Disability-Adjusted Life Years),189,Tanzania,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.18996834361484,0.21365764106572,0.16841368360836
2,DALYs (Disability-Adjusted Life Years),189,Tanzania,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,17050.385475159,19653.54681015,14579.959213734
2,DALYs (Disability-Adjusted Life Years),217,Sierra Leone,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,3625521.7448338,3918927.6464558,3257126.2211004
2,DALYs (Disability-Adjusted Life Years),217,Sierra Leone,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.74260326501485,0.79612923848383,0.67792028976194
2,DALYs (Disability-Adjusted Life Years),217,Sierra Leone,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,92472.404241562,99956.005811691,83076.125383377
2,DALYs (Disability-Adjusted Life Years),217,Sierra Leone,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,1020673.4996631,1383919.2412766,757991.23785233
2,DALYs (Disability-Adjusted Life Years),217,Sierra Leone,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.20878581193653,0.28097468306938,0.15749336402619
2,DALYs (Disability-Adjusted Life Years),217,Sierra Leone,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,26033.255457878,35298.186540604,19333.292543888
2,DALYs (Disability-Adjusted Life Years),193,Botswana,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,357456.97986144,502297.75239009,278627.28198407
2,DALYs (Disability-Adjusted Life Years),193,Botswana,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.58697802305568,0.65283191519507,0.50475786257055
2,DALYs (Disability-Adjusted Life Years),193,Botswana,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,25825.366377831,36289.745569228995,20130.118727684
2,DALYs (Disability-Adjusted Life Years),193,Botswana,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,204639.81458392,362874.77007068,127434.50217651
2,DALYs (Disability-Adjusted Life Years),193,Botswana,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.32637607214779,0.38106913234215,0.27750942329542
2,DALYs (Disability-Adjusted Life Years),193,Botswana,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,14784.710109234,26216.787099838002,9206.821024417999
2,DALYs (Disability-Adjusted Life Years),184,Mozambique,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,12664703.0884,13259600.323421,12026684.590849
2,DALYs (Disability-Adjusted Life Years),184,Mozambique,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.79648369831931,0.82228746617375,0.76650111683176
2,DALYs (Disability-Adjusted Life Years),184,Mozambique,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,94110.16106605499,98530.787229538,89369.112253189
2,DALYs (Disability-Adjusted Life Years),184,Mozambique,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,2330813.1304041,2717613.7367538,1987414.9790877
2,DALYs (Disability-Adjusted Life Years),184,Mozambique,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.14649919010459,0.16896644758516,0.12729967862161
2,DALYs (Disability-Adjusted Life Years),184,Mozambique,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,17320.042848587,20194.320380688,14768.286049366001
2,DALYs (Disability-Adjusted Life Years),218,Togo,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,2161087.0569457,2276013.458542,2038788.7736724
2,DALYs (Disability-Adjusted Life Years),218,Togo,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.71380687293616,0.74368083850397,0.68009898943275
2,DALYs (Disability-Adjusted Life Years),218,Togo,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,57078.623771667,60114.061832428,53848.481178284004
2,DALYs (Disability-Adjusted Life Years),218,Togo,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,701799.77437833,820158.51985949,600956.35794592
2,DALYs (Disability-Adjusted Life Years),218,Togo,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.23153375649403,0.26176171756377,0.20438119428347
2,DALYs (Disability-Adjusted Life Years),218,Togo,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,18535.932898520998,21662.023663521,15872.457623482
2,DALYs (Disability-Adjusted Life Years),191,Zambia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,6331328.8575744,6761580.4867152,5917061.1654902
2,DALYs (Disability-Adjusted Life Years),191,Zambia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.76836441588841,0.80019035245239,0.73570226291003
2,DALYs (Disability-Adjusted Life Years),191,Zambia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,77837.98575401299,83127.54034996,72744.935750961
2,DALYs (Disability-Adjusted Life Years),191,Zambia,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,1454952.2766499,1692980.2881898,1224359.3223149
2,DALYs (Disability-Adjusted Life Years),191,Zambia,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.17649728982281,0.20283501943436,0.15304835771971
2,DALYs (Disability-Adjusted Life Years),191,Zambia,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,17887.327075005,20813.6677742,15052.394568919999
2,DALYs (Disability-Adjusted Life Years),215,Sao Tome and Principe,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,41648.369576774,45716.555707893,38603.396496783
2,DALYs (Disability-Adjusted Life Years),215,Sao Tome and Principe,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.60822429449436,0.66114496133936,0.5711382054769
2,DALYs (Disability-Adjusted Life Years),215,Sao Tome and Principe,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,36649.551987647996,40229.454636574,33970.049023628
2,DALYs (Disability-Adjusted Life Years),215,Sao Tome and Principe,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,22511.129282682,25755.355460643,19490.516749474
2,DALYs (Disability-Adjusted Life Years),215,Sao Tome and Principe,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.32841765277918,0.35935943643083,0.29028748190293
2,DALYs (Disability-Adjusted Life Years),215,Sao Tome and Principe,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,19809.246063232,22664.085030556,17151.179909706
2,DALYs (Disability-Adjusted Life Years),182,Malawi,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,9706754.2673763,10273047.100935,9164847.2671673
2,DALYs (Disability-Adjusted Life Years),182,Malawi,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.81918219969158,0.84735928701334,0.78666078556764
2,DALYs (Disability-Adjusted Life Years),182,Malawi,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,103232.94401169001,109255.5642128,97469.675540924
2,DALYs (Disability-Adjusted Life Years),182,Malawi,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,1607869.7003978,1926354.6459726,1334904.0892724
2,DALYs (Disability-Adjusted Life Years),182,Malawi,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.13559773757772,0.15922246172308,0.11479779109859
2,DALYs (Disability-Adjusted Life Years),182,Malawi,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,17099.961638451,20487.101376057,14196.926355362
2,DALYs (Disability-Adjusted Life Years),197,Swaziland,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,281812.34189548,308919.83528885,258871.6978676
2,DALYs (Disability-Adjusted Life Years),197,Swaziland,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.60599923346675,0.64769793234571,0.56363324129702
2,DALYs (Disability-Adjusted Life Years),197,Swaziland,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,32609.802484512,35746.535658836,29955.235123634
2,DALYs (Disability-Adjusted Life Years),197,Swaziland,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,133355.18753962,160300.05678363,107971.06924682
2,DALYs (Disability-Adjusted Life Years),197,Swaziland,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.28585253735694,0.31542724100736,0.25361424135175
2,DALYs (Disability-Adjusted Life Years),197,Swaziland,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,15431.141853333,18549.056351185,12493.828684092
2,DALYs (Disability-Adjusted Life Years),522,Sudan,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,8897588.5703231,10084067.385331,7520412.6972476
2,DALYs (Disability-Adjusted Life Years),522,Sudan,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.58464135072637,0.65600283876396,0.50339451716427
2,DALYs (Disability-Adjusted Life Years),522,Sudan,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,44487.04123497,50419.312715529995,37601.301074028
2,DALYs (Disability-Adjusted Life Years),522,Sudan,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,4544628.3923927,5796043.4535548,3717049.8377632
2,DALYs (Disability-Adjusted Life Years),522,Sudan,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.29840173388772,0.37825553885882,0.25381613758006
2,DALYs (Disability-Adjusted Life Years),522,Sudan,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,22722.680866718,28979.629278183,18584.871292114
2,DALYs (Disability-Adjusted Life Years),190,Uganda,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,14588394.204458,15506519.985143,13796901.972289
2,DALYs (Disability-Adjusted Life Years),190,Uganda,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.77840686568848,0.80859221430362,0.74763091134482
2,DALYs (Disability-Adjusted Life Years),190,Uganda,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,83769.947290421,89042.037725449,79225.015640259
2,DALYs (Disability-Adjusted Life Years),190,Uganda,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,3180906.1677615,3719788.5830635,2643923.7023539
2,DALYs (Disability-Adjusted Life Years),190,Uganda,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.16957826390144,0.19431649026863,0.1454626450495
2,DALYs (Disability-Adjusted Life Years),190,Uganda,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,18265.502154827,21359.890699387,15182.024240494
2,DALYs (Disability-Adjusted Life Years),168,Angola,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,9663022.2430309,11651413.833353,7999046.4331661
2,DALYs (Disability-Adjusted Life Years),168,Angola,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.69765430596996,0.79351615202992,0.61437143447738
2,DALYs (Disability-Adjusted Life Years),168,Angola,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,85832.518339157,103494.54879761,71052.128076553
2,DALYs (Disability-Adjusted Life Years),168,Angola,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,2686001.3945981,4038778.5041623,1588497.5367112
2,DALYs (Disability-Adjusted Life Years),168,Angola,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.19140653460495,0.25300226843892,0.13291220290418
2,DALYs (Disability-Adjusted Life Years),168,Angola,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,23858.608305454,35874.751210213,14109.948277473
2,DALYs (Disability-Adjusted Life Years),194,Lesotho,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,586791.15168955,641750.57877409,545581.3866144
2,DALYs (Disability-Adjusted Life Years),194,Lesotho,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.63411400134992,0.67808066447635,0.59842004348935
2,DALYs (Disability-Adjusted Life Years),194,Lesotho,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,36604.019999504,40032.389760017,34033.358097076
2,DALYs (Disability-Adjusted Life Years),194,Lesotho,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,256850.85183279,306299.69910555,209519.35999633
2,DALYs (Disability-Adjusted Life Years),194,Lesotho,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.27692379306796,0.30783532916216,0.24031048280086
2,DALYs (Disability-Adjusted Life Years),194,Lesotho,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,16022.351384163,19106.969237328,13069.814443587999
2,DALYs (Disability-Adjusted Life Years),202,Cameroon,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,7019171.4971795,7502038.484233,6549542.31421
2,DALYs (Disability-Adjusted Life Years),202,Cameroon,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.71859190351213,0.75726107168703,0.6797347074581
2,DALYs (Disability-Adjusted Life Years),202,Cameroon,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,58031.678199768,62023.830413818,54148.977994919
2,DALYs (Disability-Adjusted Life Years),202,Cameroon,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,2173111.3710383,2541320.0153225,1852284.3327288
2,DALYs (Disability-Adjusted Life Years),202,Cameroon,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.22228287106756,0.25452435236846,0.19507067409532
2,DALYs (Disability-Adjusted Life Years),202,Cameroon,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,17966.409027576,21010.608971119,15313.939750194999
2,DALYs (Disability-Adjusted Life Years),195,Namibia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,444663.72060585,478022.79354694,414605.94753477
2,DALYs (Disability-Adjusted Life Years),195,Namibia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.61117439109256,0.64600202886452,0.58036325858761
2,DALYs (Disability-Adjusted Life Years),195,Namibia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,31373.399496078004,33727.061748505,29252.663254738
2,DALYs (Disability-Adjusted Life Years),195,Namibia,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,211481.89362876,243114.33320962,179795.28647199
2,DALYs (Disability-Adjusted Life Years),195,Namibia,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.29026522472696,0.31743812444052,0.26135689290399
2,DALYs (Disability-Adjusted Life Years),195,Namibia,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,14921.177923678999,17153.014242649002,12685.517966747
2,DALYs (Disability-Adjusted Life Years),172,Equatorial Guinea,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,285382.39784125,352139.18741941,233077.01988333
2,DALYs (Disability-Adjusted Life Years),172,Equatorial Guinea,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.66878348550079,0.74908735042643,0.58943744195554
2,DALYs (Disability-Adjusted Life Years),172,Equatorial Guinea,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,75615.841150284,93303.93075943,61756.837368010994
2,DALYs (Disability-Adjusted Life Years),172,Equatorial Guinea,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,106171.3071303,166535.219738,62787.806631489
2,DALYs (Disability-Adjusted Life Years),172,Equatorial Guinea,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.24369529399551,0.29894436100044,0.183127007138
2,DALYs (Disability-Adjusted Life Years),172,Equatorial Guinea,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,28131.490945816,44125.708937644995,16636.4595294
2,DALYs (Disability-Adjusted Life Years),198,Zimbabwe,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,3197281.7491855,3557412.1456006,2950660.1370451
2,DALYs (Disability-Adjusted Life Years),198,Zimbabwe,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.64091707563142,0.68394099134073,0.60186872946109
2,DALYs (Disability-Adjusted Life Years),198,Zimbabwe,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,30433.762073517002,33861.711621284005,28086.259961128002
2,DALYs (Disability-Adjusted Life Years),198,Zimbabwe,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,1445770.6661091,1687539.2656695,1221434.300321
2,DALYs (Disability-Adjusted Life Years),198,Zimbabwe,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.28947922860599,0.31980300525943,0.25456542989199
2,DALYs (Disability-Adjusted Life Years),198,Zimbabwe,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,13761.764764786,16063.071787357,11626.388132572001
2,DALYs (Disability-Adjusted Life Years),141,Egypt,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,12548929.978188,13535520.411865,10892822.341014
2,DALYs (Disability-Adjusted Life Years),141,Egypt,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.45017541722308,0.48133295458286,0.39094144115881
2,DALYs (Disability-Adjusted Life Years),141,Egypt,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,22284.576296806,24036.578834057,19343.635439873
2,DALYs (Disability-Adjusted Life Years),141,Egypt,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,13793141.891065,15467805.26515,12428746.004559
2,DALYs (Disability-Adjusted Life Years),141,Egypt,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.49452365207241,0.54254554974998,0.46777449995782
2,DALYs (Disability-Adjusted Life Years),141,Egypt,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,24494.06683445,27467.960119246996,22071.151435375
2,DALYs (Disability-Adjusted Life Years),173,Gabon,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,330387.93736788,360568.47754949,302443.35862167
2,DALYs (Disability-Adjusted Life Years),173,Gabon,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",2,Percent,1990,0.53780100456658,0.57546561715477,0.50056439439614
2,DALYs (Disability-Adjusted Life Years),173,Gabon,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,34669.923782349,37836.97783947,31737.503409385998
2,DALYs (Disability-Adjusted Life Years),173,Gabon,3,Both,22,All Ages,409,Non-communicable diseases,1,Number,1990,225312.55341986,259030.11602949,192652.5093909
2,DALYs (Disability-Adjusted Life Years),173,Gabon,3,Both,22,All Ages,409,Non-communicable diseases,2,Percent,1990,0.36620535336589,0.39689388312039,0.33932835680032
2,DALYs (Disability-Adjusted Life Years),173,Gabon,3,Both,22,All Ages,409,Non-communicable diseases,3,Rate,1990,23643.626272678,27181.845903397,20216.378569603
2,DALYs (Disability-Adjusted Life Years),196,South Africa,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,1990,8381068.6395464,8952500.2289689,7927543.5791267
