location_set_version_id,location_set_version,location_id,location_name,parent_id,level,sort_order
100,UN Regional Commissions 2015,44581,ECLAC,44592,1,111
100,UN Regional Commissions 2015,44582,ESCAP,44592,1,155
100,UN Regional Commissions 2015,44583,ESCWA,44592,1,206
83,WHO Regions 2015,479,WHO region,479,0,1
83,WHO Regions 2015,44563,African Region,479,1,2
83,WHO Regions 2015,44567,Eastern Mediterranean Region,479,1,50
83,WHO Regions 2015,44566,European Region,479,1,73
83,WHO Regions 2015,44564,Region of the Americas,479,1,125
83,WHO Regions 2015,44565,South-East Asia Region,479,1,161
83,WHO Regions 2015,44568,Western Pacific Region,479,1,173
96,World Bank Income Levels 2015,44591,World Bank Income Levels,44591,0,1
96,World Bank Income Levels 2015,44575,World Bank High Income,44591,1,2
96,World Bank Income Levels 2015,44578,World Bank Low Income,44591,1,63
96,World Bank Income Levels 2015,44577,World Bank Lower Middle Income,44591,1,95
96,World Bank Income Levels 2015,44576,World Bank Upper Middle Income,44591,1,147
84,World Bank Regions 2015,478,World Bank Regions,478,0,1
84,World Bank Regions 2015,239,East Asia & Pacific - WB,478,1,2
84,World Bank Regions 2015,240,Europe & Central Asia - WB,478,1,36
84,World Bank Regions 2015,241,Latin America & Caribbean - WB,478,1,86
84,World Bank Regions 2015,243,Middle East & North Africa - WB,478,1,121
84,World Bank Regions 2015,44638,North America,478,1,143
84,World Bank Regions 2015,244,South Asia - WB,478,1,147
84,World Bank Regions 2015,242,Sub-Saharan Africa - WB,478,1,156
